"supervisor","subordinate"
"4314","63529"
"5595","72688"
"18021","986"
"1356","58389"
"1974","14422"
"7257","32464"
"15643","90862"
"17189","17191"
"23456","28527"
"25788","91514"
"6298","41378"
"29668","77802"
"13768","23318"
"2565","3429"
"12263","77461"
"27547","88820"
"4463","4495"
"31982","67752"
"13059","33507"
"3151","68610"
"3501","23258"
"25","58634"
"380","75507"
"50733","36544"
"5972","70359"
"33378","76298"
"8414","62842"
"28517","59254"
"8179","57865"
"14530","7731"
"12786","26439"
"19957","38091"
"44367","10174"
"8913","2216"
"24832","54012"
"37879","77282"
"2573","2599"
"10555","10168"
"38198","42232"
"4535","60469"
"21434","43559"
"14449","27395"
"27504","48732"
"78091","82827"
"2305","8253"
"9053","34983"
"20785","41964"
"13059","50767"
"39521","73404"
"31277","85314"
"8179","73895"
"12257","33484"
"9551","19442"
"50558","48665"
"2573","3446"
"47622","72999"
"277","49914"
"28901","76721"
"17533","69919"
"1956","19594"
"17276","44796"
"22462","64419"
"7637","45811"
"1294","23151"
"8930","29934"
"88601","87247"
"12257","33310"
"821","12429"
"54548","52786"
"9551","70861"
"28605","67957"
"28802","50077"
"2874","23298"
"1039","12028"
"6537","92096"
"8917","15988"
"6298","58954"
"74928","25444"
"33207","58592"
"28373","46605"
"1498","79562"
"12263","37439"
"76502","89748"
"17272","18089"
"40603","20307"
"8320","18910"
"13193","44609"
"15161","12215"
"32690","72040"
"50050","49872"
"39593","75281"
"11732","88950"
"84387","84593"
"86405","87248"
"9100","45986"
"32065","33046"
"867","880"
"1921","14113"
"29191","33114"
"3391","23520"
"78995","74908"
"28373","43790"
"51839","52537"
"26394","4229"
"51841","82674"
"60695","44580"
"47603","76665"
"11338","43210"
"2249","73852"
"2581","29069"
"21890","18415"
"7409","2822"
"7389","62975"
"869","38699"
"16632","35700"
"15385","79333"
"13416","41478"
"61410","68343"
"51968","65101"
"73740","8995"
"6598","79028"
"6416","46733"
"4319","45639"
"51846","90055"
"8982","47602"
"87549","87249"
"46921","52628"
"7425","34771"
"1561","29202"
"48942","76364"
"11665","84716"
"5470","73850"
"32618","69909"
"9009","747"
"3443","59342"
"24669","29054"
"29089","89131"
"58221","61632"
"79672","27056"
"85320","88971"
"61053","56223"
"296","11425"
"9830","10436"
"7133","90234"
"6126","65276"
"30795","30763"
"33378","77410"
"855","69558"
"398","406"
"61965","62103"
"40172","73639"
"43964","75665"
"42198","59239"
"61410","72033"
"32413","75897"
"25755","42055"
"4564","9596"
"66586","528"
"51632","52616"
"12208","4928"
"46921","52518"
"16632","41652"
"3047","35269"
"2920","7698"
"55247","6069"
"20860","65424"
"85550","85553"
"28803","835"
"4202","11406"
"45964","71815"
"15010","67593"
"7388","7363"
"18320","50999"
"9515","27075"
"19839","9145"
"53031","52735"
"6352","80485"
"42597","34267"
"1978","2207"
"27924","92091"
"41074","44387"
"7458","9171"
"1438","7858"
"8189","8760"
"1358","62855"
"29191","35102"
"52875","73822"
"29752","31269"
"4336","4424"
"31067","62712"
"277","57181"
"2184","79719"
"65817","67439"
"454","77267"
"21147","22894"
"6328","58015"
"2337","64900"
"2908","13116"
"3090","19797"
"27806","47908"
"33543","29070"
"86329","87250"
"6268","80486"
"21446","50644"
"49621","50036"
"23368","21737"
"61410","72653"
"31067","31738"
"61410","72836"
"35192","5993"
"41537","17199"
"9677","4780"
"7560","11418"
"9469","72881"
"395","11995"
"12468","9007"
"1210","6695"
"51082","3704"
"651","36700"
"14449","41722"
"46","23879"
"7637","82414"
"50184","2914"
"27547","54085"
"74324","75171"
"60317","21694"
"7390","76845"
"24916","14488"
"28535","64097"
"52853","79438"
"45143","21922"
"42068","82447"
"86704","87251"
"86531","87252"
"12257","35759"
"20004","73228"
"49790","12233"
"11676","91185"
"86799","87253"
"7635","51070"
"40603","31045"
"79963","81968"
"916","795"
"9605","9610"
"19767","20415"
"1217","6581"
"34650","13227"
"32413","56188"
"19502","32861"
"76502","88878"
"9677","74115"
"33840","93387"
"11336","47595"
"1978","42559"
"84428","84594"
"10781","6845"
"87072","87254"
"33636","33862"
"19161","64258"
"4450","79094"
"24403","58924"
"29192","29720"
"76487","84012"
"3797","92916"
"9842","11755"
"60754","89166"
"9677","8112"
"19203","20014"
"42195","6113"
"18570","21394"
"60518","6320"
"50414","63055"
"67091","74163"
"13872","55412"
"50414","52649"
"33724","47239"
"10792","32264"
"1210","19996"
"25049","28928"
"80402","81659"
"52328","52608"
"6303","71076"
"33421","78090"
"52991","52802"
"31170","57903"
"4677","11958"
"30831","58552"
"59752","76105"
"34846","24135"
"66912","8589"
"2103","79219"
"5972","12100"
"13059","66378"
"8560","5029"
"7555","16986"
"44733","85621"
"18144","31194"
"29383","35954"
"6492","85490"
"2900","14215"
"8275","48972"
"9014","2185"
"8446","30947"
"4839","20956"
"1758","75990"
"6328","75876"
"5019","30145"
"11719","69457"
"61410","76875"
"7458","92598"
"25755","58548"
"33705","67102"
"24152","25024"
"7740","7730"
"12329","43359"
"1163","6467"
"63030","4784"
"6126","43251"
"61115","88016"
"3415","40859"
"458","36171"
"14128","9027"
"67956","28063"
"57535","57536"
"5470","49887"
"14873","89832"
"17060","17062"
"769","55044"
"293","31762"
"52128","52869"
"1290","56748"
"12786","35731"
"9077","9135"
"290","22170"
"17477","79246"
"1886","1908"
"23372","56191"
"1193","35664"
"41125","94171"
"14414","12422"
"15643","91762"
"7309","70820"
"7125","37893"
"1832","2986"
"51985","92960"
"12283","35124"
"52328","52873"
"52328","52766"
"84428","84595"
"16572","16608"
"87169","87255"
"49621","75999"
"8479","2191"
"48576","45138"
"7435","55501"
"3530","3703"
"59752","76106"
"28806","5204"
"26913","27113"
"16847","61560"
"16406","92522"
"74423","20134"
"7327","22437"
"15813","16023"
"53306","52605"
"7320","55779"
"3151","30842"
"13768","13783"
"61001","56053"
"8381","8377"
"33787","63597"
"7415","32837"
"3443","41934"
"1193","66200"
"4943","53789"
"1516","10745"
"8224","49375"
"7028","84345"
"4435","61974"
"13038","17123"
"79995","52561"
"47509","76658"
"77844","74453"
"10744","7377"
"654","8915"
"5326","19677"
"66155","67640"
"1733","61055"
"8930","27330"
"87549","87256"
"38198","39091"
"637","15492"
"3879","31561"
"11179","2088"
"39593","64430"
"1211","85419"
"26645","11849"
"2063","16427"
"29191","32474"
"11436","16020"
"80572","9541"
"28628","49397"
"10414","33264"
"6298","85502"
"2103","66832"
"21793","2323"
"69390","13851"
"17743","19090"
"27162","26663"
"54595","55149"
"9100","20388"
"6417","47469"
"11473","12362"
"47481","65330"
"31982","74294"
"10698","14832"
"24184","28101"
"11711","35775"
"342","31223"
"49932","61374"
"12257","29425"
"44588","78385"
"56896","8548"
"9551","69673"
"492","45944"
"10753","74703"
"4023","42564"
"7362","31846"
"41286","73493"
"70361","77924"
"6227","13369"
"50308","49947"
"7311","58251"
"50414","52569"
"25788","49578"
"7125","11132"
"42566","76953"
"46593","20072"
"76502","89296"
"59752","76107"
"4663","93330"
"641","34235"
"52246","52702"
"29162","29724"
"16429","74177"
"24446","24609"
"16059","18498"
"29350","12224"
"12786","28724"
"14832","80684"
"3047","8183"
"9711","27856"
"25310","25845"
"8189","40898"
"50833","31081"
"1946","1267"
"87516","92788"
"24403","27764"
"4036","72756"
"7633","71289"
"53627","29480"
"41125","71258"
"24775","40044"
"3047","41460"
"26146","77241"
"27467","23704"
"21233","14639"
"29089","27660"
"34650","43946"
"9053","37099"
"12623","11619"
"14500","42534"
"16823","11718"
"7633","70643"
"33857","35085"
"4609","76116"
"7823","54669"
"291","69587"
"345","43986"
"61410","60179"
"70156","83003"
"31575","8471"
"56440","1169"
"18943","4072"
"818","819"
"7273","6278"
"25788","34300"
"7158","7176"
"25811","57414"
"23256","26352"
"6268","70019"
"19207","45538"
"2722","58754"
"27626","11096"
"1168","6721"
"24832","30208"
"25989","22921"
"3822","27491"
"16699","66928"
"52518","52853"
"1733","71319"
"41255","64868"
"34754","7118"
"22526","45229"
"9527","72515"
"25049","29773"
"64939","85030"
"13414","60306"
"7409","42945"
"9527","41636"
"1579","17449"
"818","1109"
"24075","24853"
"426","23462"
"61053","27785"
"24316","24805"
"8414","91189"
"16723","92019"
"4564","58450"
"51307","52845"
"434","20272"
"25590","26033"
"67037","44983"
"34846","65459"
"31982","76331"
"15518","15768"
"7043","23390"
"7102","11820"
"15429","32790"
"14776","69193"
"77740","90036"
"54156","35797"
"3414","34585"
"20004","70146"
"21478","29493"
"8930","9246"
"12263","91665"
"1438","8899"
"11098","21422"
"7320","13330"
"12623","12770"
"1978","74663"
"5391","6892"
"7210","20840"
"66451","57697"
"1162","46181"
"14579","36563"
"8157","71342"
"21650","73555"
"1978","66157"
"44731","63183"
"17454","17752"
"4943","48608"
"12265","49235"
"1193","62392"
"4800","13584"
"53796","15666"
"68428","30587"
"9551","31248"
"53155","74610"
"58857","58856"
"18049","30077"
"47481","92621"
"3483","49540"
"6268","21739"
"28100","60504"
"1961","11428"
"7762","82311"
"29191","67252"
"24186","25879"
"23485","20789"
"11737","12099"
"3910","40603"
"38809","18359"
"14429","15826"
"51841","54932"
"76502","89749"
"39306","55302"
"9083","79773"
"33146","10258"
"20593","56466"
"488","3858"
"7635","56947"
"12786","45512"
"7364","41573"
"28184","87920"
"20687","60646"
"17954","55327"
"1195","19858"
"48539","67143"
"13770","56225"
"17533","16493"
"33787","69857"
"25788","18675"
"35926","9018"
"33543","83472"
"24299","45370"
"1629","78247"
"11899","16952"
"7312","38667"
"18728","59323"
"1940","20246"
"41018","37056"
"29372","35005"
"43473","93365"
"42208","35752"
"35748","39390"
"12263","39278"
"30566","92365"
"33451","21838"
"78709","83345"
"69487","40779"
"8604","77491"
"87330","89095"
"86953","87257"
"24403","27697"
"42099","28165"
"7459","7463"
"42597","82411"
"44405","23906"
"11365","32032"
"16402","89949"
"39312","44575"
"27170","20520"
"9730","72759"
"18571","22176"
"30755","70259"
"54347","80851"
"52","8647"
"4955","29119"
"10041","12937"
"2322","41623"
"76502","89750"
"69345","69333"
"54374","72852"
"32","23804"
"18221","75684"
"9551","7697"
"20004","77639"
"17029","27464"
"56122","72659"
"23764","23964"
"44357","31927"
"34329","72391"
"20004","27791"
"17635","42321"
"51893","56861"
"2256","4090"
"708","2619"
"84503","85386"
"12329","45836"
"30040","9398"
"27441","80119"
"2595","3049"
"6298","61986"
"24327","83446"
"51839","93083"
"12263","54042"
"63859","57609"
"18019","85486"
"7538","55485"
"1629","92914"
"86955","87258"
"30755","42169"
"12278","60287"
"79188","79680"
"7340","80199"
"67091","73395"
"20179","82191"
"7389","28669"
"25788","25680"
"32618","33724"
"32252","13101"
"51681","52646"
"67998","73978"
"7744","40625"
"79509","54955"
"17017","78985"
"7044","14315"
"66589","50400"
"38855","56091"
"3443","59277"
"29682","44396"
"50360","21223"
"8941","62320"
"23781","23590"
"12257","39474"
"823","35963"
"52875","73772"
"52417","52849"
"24096","64204"
"8217","65783"
"33910","9044"
"6268","89572"
"1193","7021"
"9711","11842"
"35897","85826"
"51279","90026"
"9832","10321"
"7164","22451"
"25272","91922"
"23599","23629"
"53796","20299"
"3828","3238"
"39593","46243"
"4406","92721"
"11711","48196"
"7074","88869"
"26645","17628"
"51985","52810"
"4677","59075"
"34572","12098"
"34572","2496"
"8686","6091"
"16059","43249"
"7100","12011"
"26394","11069"
"22040","6599"
"8414","85312"
"869","19589"
"51084","73252"
"43569","65776"
"19506","79511"
"6278","49302"
"39593","53875"
"5240","75063"
"4888","7617"
"6157","5425"
"8980","40474"
"12263","42646"
"9868","7138"
"12257","33470"
"24186","75393"
"31149","43389"
"2869","77681"
"48942","72385"
"52267","54945"
"29149","29830"
"8247","19339"
"15247","18074"
"8543","8544"
"55207","27787"
"19793","14421"
"42195","69697"
"1438","8900"
"11323","56301"
"3397","3399"
"9853","3237"
"25311","53696"
"24315","46721"
"34487","80057"
"358","12242"
"2688","37836"
"1561","46358"
"345","35927"
"23368","24792"
"56874","61261"
"16036","38203"
"4831","23749"
"8488","32637"
"9479","17792"
"62629","83271"
"8642","19740"
"21977","17254"
"20004","32848"
"23788","23789"
"7216","60557"
"24316","55773"
"4326","57069"
"59752","93148"
"7594","11133"
"637","7950"
"1261","41664"
"40886","12249"
"61410","72035"
"19093","62252"
"6268","48219"
"25755","36191"
"13952","79342"
"23066","21474"
"13193","22383"
"24104","55125"
"8142","25180"
"61410","63100"
"6325","11310"
"22097","6881"
"60211","58180"
"10772","79254"
"8414","30168"
"13937","210"
"12257","50511"
"9677","84000"
"22279","4971"
"17269","55730"
"1546","65312"
"25788","25825"
"20416","51022"
"10373","37812"
"7996","91746"
"384","14747"
"30395","43245"
"1556","39823"
"12623","12779"
"6157","9548"
"3349","2146"
"7637","11946"
"46455","46617"
"4800","7353"
"30468","66302"
"25811","24518"
"8930","9345"
"54992","415"
"651","23225"
"39322","19343"
"3489","28078"
"18320","63143"
"17608","43599"
"1974","19700"
"86329","87259"
"86405","87260"
"20656","43250"
"343","41056"
"20659","60778"
"7771","77065"
"87350","87261"
"10971","11029"
"262","26900"
"7130","38917"
"7133","14405"
"19994","23836"
"20004","73317"
"14063","76338"
"49623","52742"
"3047","2976"
"79925","80593"
"88666","89094"
"76502","89297"
"22174","29488"
"6328","67824"
"67337","9891"
"7309","90950"
"14414","15107"
"12778","61134"
"21294","65108"
"29638","69233"
"3481","23278"
"15579","50517"
"51422","67311"
"59752","75517"
"15450","25143"
"10749","57417"
"4202","13360"
"50214","92201"
"31277","71017"
"16004","15323"
"3376","48125"
"43473","45712"
"20004","66917"
"2635","5139"
"24730","24720"
"7102","64902"
"1159","28870"
"26917","28053"
"53308","63944"
"14917","60053"
"10745","11370"
"10373","69063"
"51422","52550"
"89926","83572"
"26959","26957"
"84428","84596"
"12257","39003"
"18349","49893"
"721","38995"
"12263","23302"
"20860","23468"
"47931","11157"
"19029","32664"
"79904","81412"
"7397","60101"
"6394","44990"
"10755","14471"
"48935","3241"
"86005","87262"
"25914","68939"
"10753","74704"
"60518","11377"
"6298","17126"
"12278","46614"
"59752","58961"
"53390","50973"
"12329","44075"
"11711","37036"
"15339","10636"
"55258","20467"
"27373","71734"
"63803","12085"
"6268","81032"
"16123","12221"
"7369","12913"
"1961","371"
"25590","34213"
"6354","11929"
"25261","19394"
"15635","17115"
"14388","66869"
"33636","33781"
"59752","58980"
"12263","13140"
"7560","32342"
"26073","12210"
"637","12002"
"26394","9531"
"33433","41116"
"58824","50069"
"6298","75401"
"9551","54089"
"9551","72736"
"33378","79071"
"37876","73484"
"21977","53897"
"8781","76697"
"13254","53752"
"7119","69451"
"6375","76837"
"7694","27836"
"60657","94097"
"8414","59586"
"13059","19005"
"76502","89298"
"1978","67980"
"3281","77611"
"51307","70664"
"13656","64171"
"51279","54865"
"8930","29931"
"7273","6306"
"9995","9969"
"36377","29570"
"44877","58801"
"12257","32202"
"9239","59410"
"61489","11795"
"10971","59302"
"23762","27998"
"15795","55984"
"4036","57437"
"1193","5712"
"30240","66369"
"23256","25930"
"29383","62885"
"24184","80137"
"10028","43637"
"63030","21536"
"348","11857"
"384","11805"
"8414","90008"
"8889","9628"
"7744","88730"
"1244","68367"
"5326","21645"
"15247","46067"
"80765","87263"
"2082","23902"
"7210","57225"
"71808","26442"
"7430","6810"
"73841","83123"
"80172","25094"
"2335","13907"
"21977","31985"
"8236","46314"
"11420","73549"
"78091","60583"
"4592","60712"
"17743","22496"
"13408","84809"
"26394","6862"
"34430","58222"
"7133","11395"
"29038","29041"
"41314","32517"
"66235","67443"
"3910","19970"
"345","42856"
"21650","71784"
"65554","39418"
"2588","3053"
"12257","4897"
"8845","85852"
"61659","30179"
"24096","42528"
"13112","4413"
"8414","85304"
"9034","16994"
"4454","75723"
"4883","62091"
"18981","32936"
"6278","67536"
"16098","10070"
"2256","18223"
"60695","31449"
"80765","84376"
"50182","50484"
"21446","4215"
"56299","57519"
"6268","40303"
"25590","43826"
"6325","614"
"10753","75257"
"42909","55898"
"29192","44611"
"24096","75274"
"12574","26602"
"8179","31521"
"51952","52713"
"44631","68940"
"28510","10442"
"7257","42400"
"24302","41678"
"24765","23995"
"2169","13894"
"12257","85896"
"33738","33789"
"33840","40631"
"19994","16495"
"6325","615"
"43468","24850"
"87072","87264"
"2103","56674"
"38498","92732"
"15518","26732"
"12278","49626"
"47116","47115"
"12263","39194"
"3047","3096"
"4943","5549"
"31724","2411"
"65588","89015"
"7458","9120"
"49623","52549"
"296","80480"
"29122","26970"
"13961","31631"
"7043","15884"
"29183","83436"
"24198","68490"
"2103","62246"
"22222","84093"
"15585","39610"
"39987","55962"
"9678","14536"
"7389","610"
"42368","90822"
"85320","90504"
"11694","35735"
"7598","50130"
"29038","11115"
"53306","52595"
"45662","62997"
"17269","65178"
"6157","13465"
"55063","41456"
"84603","84597"
"4883","5610"
"45630","73050"
"1978","42560"
"42909","30768"
"52187","61244"
"9083","52875"
"25311","56257"
"13937","74890"
"69424","49790"
"22447","75765"
"7740","58530"
"29191","21669"
"1438","21953"
"2616","26236"
"21457","83777"
"28806","45261"
"26394","9451"
"11966","44015"
"12257","47028"
"861","8897"
"8872","6065"
"13974","9049"
"6271","92542"
"29752","28859"
"15724","23635"
"79941","88847"
"1629","70479"
"56587","19642"
"20651","19787"
"21012","89392"
"24302","24388"
"1168","21738"
"41979","41776"
"1629","62420"
"493","485"
"8142","9252"
"12812","42591"
"40312","30416"
"5019","11346"
"1152","29435"
"26394","14497"
"29668","60416"
"18079","12055"
"52912","75509"
"369","13232"
"18591","38436"
"39987","54701"
"20004","44397"
"20416","12934"
"45340","66700"
"51216","11378"
"2869","83792"
"85550","85554"
"29146","10780"
"39521","91619"
"2617","7996"
"2310","91326"
"12257","33243"
"15385","79331"
"8600","8496"
"18591","50293"
"14500","38580"
"26917","27037"
"9551","19851"
"7325","74031"
"31018","80336"
"21877","16725"
"52246","52499"
"23097","72329"
"25755","32644"
"11949","50532"
"2583","18300"
"7538","75516"
"12812","7700"
"1978","11904"
"4955","6504"
"426","45346"
"14578","75911"
"10791","42773"
"21977","41679"
"74324","82298"
"52909","52534"
"8414","85346"
"86105","87309"
"17454","63651"
"7538","42708"
"7044","15240"
"14257","16586"
"18082","85210"
"8228","40765"
"38980","33972"
"2581","22178"
"55386","83647"
"31712","74400"
"3658","90896"
"63534","67456"
"67091","75472"
"6328","75877"
"14550","58318"
"4352","4351"
"7366","10784"
"10246","10410"
"53031","83513"
"52373","52652"
"52128","52719"
"9730","92730"
"6064","12050"
"637","11423"
"27909","21393"
"53227","52970"
"51952","50118"
"12208","6477"
"17007","57163"
"25788","45753"
"4426","21522"
"12812","35196"
"32659","19270"
"78619","63472"
"1210","6665"
"78619","67078"
"41018","40644"
"7538","60788"
"4325","74833"
"1498","58951"
"25876","24706"
"73841","83124"
"23372","24615"
"36082","80896"
"6529","13910"
"30162","7965"
"60211","58114"
"11165","66664"
"6873","33604"
"26614","69843"
"29149","58670"
"61115","82561"
"24104","70370"
"146","42181"
"14514","44178"
"7133","20679"
"13254","78501"
"53292","54874"
"65891","66024"
"85120","85195"
"2175","50460"
"88666","87310"
"4535","78340"
"12259","431"
"35897","36659"
"25788","50710"
"7996","11581"
"7306","11392"
"13193","6995"
"6409","6428"
"7253","18997"
"14271","30203"
"52246","38208"
"384","4806"
"2584","8279"
"51307","52823"
"2581","3004"
"789","61603"
"24234","66971"
"6268","84094"
"33783","44365"
"7555","85713"
"43381","78066"
"73973","70229"
"47198","47271"
"43473","47472"
"46841","46946"
"11949","80081"
"5805","80132"
"9007","21410"
"7048","13899"
"87169","87311"
"53087","52663"
"2103","16052"
"4859","29141"
"5470","44011"
"9677","30378"
"15643","23116"
"4324","19376"
"6278","72097"
"8220","63321"
"39593","37869"
"43473","70887"
"769","60991"
"32659","32661"
"14392","78591"
"6340","40679"
"719","21465"
"637","15622"
"640","11918"
"15635","6855"
"31149","31169"
"2581","3981"
"6126","46234"
"14500","10824"
"1185","58789"
"3368","33357"
"13952","66178"
"32618","33725"
"86531","88790"
"8782","15274"
"23432","33418"
"5470","4771"
"21950","56289"
"59752","59094"
"29627","36252"
"24286","73121"
"12257","33299"
"53087","52832"
"52703","63945"
"44758","4723"
"78325","57947"
"14361","44850"
"2980","41255"
"84387","84598"
"72207","72334"
"33787","33638"
"4455","73962"
"16148","57860"
"384","55265"
"28901","6846"
"7742","58534"
"6148","68532"
"27151","21051"
"27806","28488"
"549","29878"
"13208","11051"
"15579","53764"
"25755","63832"
"16682","72497"
"13875","12064"
"80765","87312"
"2768","34736"
"84387","82033"
"11279","7064"
"11473","56950"
"7129","19447"
"25788","76431"
"15974","46615"
"8944","9537"
"20681","45826"
"13250","4854"
"2980","11736"
"12439","67461"
"7538","10985"
"42909","90534"
"33857","82199"
"10762","6317"
"471","49837"
"12257","33377"
"24234","48774"
"653","6965"
"8228","8078"
"19003","41749"
"31982","72994"
"12623","62643"
"57621","83535"
"15585","78364"
"35274","60462"
"2243","31753"
"3489","62208"
"7348","42425"
"596","11485"
"8981","11713"
"8293","35610"
"33490","59250"
"24318","24811"
"77659","61110"
"79960","85214"
"19029","44316"
"8414","85357"
"14500","28575"
"15647","15118"
"67998","77632"
"6598","70612"
"41964","50263"
"24096","4118"
"9053","9397"
"25","62039"
"17750","32291"
"49294","11993"
"24730","24722"
"8976","2279"
"13773","12256"
"12627","55106"
"6268","70378"
"9678","15721"
"4808","29558"
"25914","42556"
"9678","28378"
"5460","11430"
"5460","13565"
"8320","30071"
"24800","22848"
"17682","78762"
"10357","10130"
"55584","20161"
"27453","92061"
"17663","26429"
"15161","5748"
"45142","57693"
"42099","80874"
"2650","68454"
"14875","84235"
"29155","29174"
"10640","53792"
"3655","3789"
"41850","3187"
"51450","52717"
"18427","20863"
"7043","20301"
"50414","52695"
"15","5463"
"4814","18544"
"25788","25771"
"3797","62251"
"55646","55647"
"52187","52995"
"30794","11412"
"10796","11965"
"1675","14478"
"16847","18481"
"62005","3850"
"2184","79271"
"2249","53634"
"7389","4064"
"47227","73981"
"1161","1178"
"19994","54754"
"46","21688"
"5911","16269"
"29487","15882"
"2581","11042"
"17946","38522"
"2527","35199"
"9479","18072"
"492","5554"
"7560","20641"
"6328","75878"
"43946","79151"
"26394","4024"
"9007","952"
"14084","74742"
"6268","37427"
"39400","62497"
"9607","11341"
"31170","31270"
"25755","22865"
"36","6487"
"53650","33433"
"8414","82517"
"24234","57233"
"50184","23953"
"64817","18689"
"22582","8474"
"4610","12094"
"8527","50299"
"721","14793"
"24302","33327"
"8936","730"
"10755","7175"
"10674","68798"
"42921","9829"
"4414","56185"
"16632","16639"
"3384","44916"
"15518","88937"
"1851","78192"
"15385","79314"
"10268","93406"
"12560","11949"
"51968","73464"
"54347","54531"
"9034","22566"
"14413","50863"
"7125","11134"
"38771","67651"
"9551","76216"
"345","3329"
"6268","4939"
"86799","87313"
"8609","27016"
"5410","76218"
"23456","61814"
"51839","52696"
"25183","36561"
"24286","48631"
"29889","29245"
"59752","76103"
"4422","4418"
"80708","60992"
"18193","12093"
"31982","92589"
"79924","79956"
"9678","28440"
"61410","92668"
"12555","6593"
"2103","72976"
"6227","6228"
"24557","23584"
"26614","20990"
"6157","5502"
"7594","11135"
"13952","56215"
"15339","35045"
"12623","28036"
"12812","59053"
"28535","91682"
"8937","93737"
"17959","40130"
"4191","24816"
"32291","15125"
"32571","41075"
"31575","31416"
"6148","21340"
"20151","57355"
"5047","28652"
"41537","56059"
"13742","80776"
"1961","47341"
"39248","29055"
"88666","87314"
"25788","42090"
"8633","76609"
"20860","23396"
"14257","16613"
"7320","8241"
"85590","85880"
"24286","28629"
"79897","79957"
"7197","12023"
"478","3922"
"9078","46877"
"2584","42143"
"87862","87315"
"20860","23399"
"769","16969"
"59752","55318"
"6328","37103"
"28901","29470"
"2195","18238"
"87332","87316"
"85550","85555"
"9672","30554"
"62789","54517"
"29250","22164"
"9083","91508"
"4377","32183"
"1233","41790"
"26166","26582"
"9677","49590"
"867","69068"
"2024","2031"
"10740","57305"
"54548","52497"
"25788","21749"
"385","34129"
"24096","65210"
"41772","41357"
"61413","9524"
"10216","10157"
"2567","34062"
"6328","82010"
"354","32584"
"86170","89096"
"52417","52639"
"3593","85354"
"14530","7761"
"49279","49068"
"15987","79615"
"4799","36166"
"18728","65176"
"79929","81415"
"8414","85303"
"43167","40174"
"39821","39857"
"24286","48619"
"12263","41097"
"9834","66482"
"8172","41281"
"33490","42125"
"3368","49744"
"17743","43997"
"48855","52618"
"51985","52584"
"3446","3536"
"18728","10026"
"13038","48187"
"26164","1154"
"17759","59520"
"1156","1233"
"4763","11880"
"9782","47829"
"3443","74343"
"44337","31026"
"7475","20823"
"6938","43644"
"41074","83141"
"16059","35696"
"8414","85610"
"4320","70736"
"9730","47732"
"79672","43073"
"23432","65118"
"7232","7261"
"47198","60243"
"18801","45092"
"11709","80988"
"8179","5170"
"24286","73103"
"9677","18377"
"15518","88906"
"12574","19872"
"24198","22065"
"3415","27616"
"15161","74102"
"12263","80855"
"7430","12234"
"13264","53780"
"48873","52602"
"3489","60203"
"56754","92177"
"5783","32793"
"9668","58581"
"23368","67324"
"25183","34975"
"16012","11523"
"18285","41433"
"8782","34854"
"8930","61909"
"17017","42326"
"42195","46140"
"79889","79958"
"66208","92690"
"31547","31723"
"3675","3706"
"78664","29297"
"6298","61225"
"30565","84790"
"4435","75916"
"16059","41040"
"86885","87317"
"9551","69571"
"7201","3003"
"87631","87318"
"24062","24744"
"12263","36676"
"7312","920"
"23256","73791"
"2036","8867"
"9678","22029"
"18981","19801"
"1270","19210"
"8176","43369"
"19930","40073"
"10752","40101"
"1196","50821"
"59752","76879"
"16153","60256"
"12137","28744"
"45266","67572"
"7109","9093"
"41979","63990"
"12406","530"
"48942","83702"
"18105","44567"
"7742","69795"
"16369","80230"
"1171","5281"
"345","5384"
"36251","76861"
"15592","39701"
"29146","54931"
"7135","5832"
"3839","19027"
"10647","56750"
"18251","64236"
"36376","58017"
"42425","6174"
"59752","76108"
"8941","89203"
"3956","3115"
"15145","58778"
"393","20689"
"3346","38087"
"7633","93233"
"720","23465"
"18320","62659"
"34051","63408"
"8224","20086"
"4722","45199"
"6268","71032"
"43520","12421"
"20173","26830"
"18728","9917"
"10965","11654"
"62629","22517"
"14414","41266"
"47120","48842"
"21234","65601"
"13965","42807"
"16123","12092"
"59130","75146"
"7389","12091"
"12329","91110"
"44022","62151"
"52248","52624"
"7200","56711"
"16059","73061"
"13059","80164"
"426","16516"
"45662","80029"
"3096","21539"
"2175","69369"
"1193","59230"
"25811","30467"
"1195","1198"
"25187","82884"
"24316","25043"
"51681","52775"
"21977","85410"
"59752","76110"
"89486","89990"
"14669","11407"
"44898","70621"
"7633","49033"
"6303","73596"
"10762","7025"
"13952","66176"
"13208","45923"
"26394","22035"
"29667","49833"
"15339","40069"
"35269","78260"
"17743","43996"
"29383","14931"
"8228","8025"
"39248","93348"
"24741","43867"
"53087","52839"
"52417","59015"
"21650","92939"
"84524","84599"
"348","5179"
"5566","77984"
"76935","8655"
"20004","48005"
"21000","44653"
"28373","67010"
"7386","12981"
"10267","10224"
"8414","91329"
"17739","53466"
"701","851"
"17523","10950"
"12263","5309"
"15434","44644"
"72227","72383"
"22551","39754"
"10827","48943"
"40605","64282"
"51257","52706"
"25914","70756"
"79941","81974"
"2830","61768"
"6417","49210"
"13705","74331"
"1629","92712"
"51839","80003"
"35897","65078"
"25788","30242"
"87175","88641"
"52417","52954"
"8179","8070"
"407","20512"
"15980","13243"
"6417","73572"
"8917","7729"
"21617","2322"
"7744","46109"
"7348","6475"
"14526","89822"
"16036","15781"
"9890","78970"
"1995","67952"
"24096","24005"
"3899","14092"
"39248","11025"
"76502","89299"
"53498","70171"
"2406","22478"
"3406","82337"
"70075","70076"
